Episode,Experience,State,Action,Reward,Terminated,Truncated,Return
4,88,"[-0.014615003019571304, 0.1483658254146576, 0.0597614161670208, -0.21071913838386536]",1,1.0,False,False,18.2093
4,89,"[-0.01164768636226654, 0.34258463978767395, 0.05554703250527382, -0.4839679002761841]",1,1.0,False,False,17.3831
4,90,"[-0.0047959936782717705, 0.14672456681728363, 0.0458676740527153, -0.17430846393108368]",0,1.0,False,False,16.5486
4,91,"[-0.0018615026492625475, 0.3411610722541809, 0.04238150641322136, -0.45217612385749817]",1,1.0,False,False,15.7057
4,92,"[0.004961718805134296, 0.14546619355678558, 0.03333798423409462, -0.14644095301628113]",0,1.0,False,False,14.8542
4,93,"[0.007871042937040329, -0.050116922706365585, 0.030409162864089012, 0.15657025575637817]",0,1.0,False,False,13.9942
4,94,"[0.006868704222142696, -0.24566076695919037, 0.03354056924581528, 0.4586893320083618]",0,1.0,False,False,13.1254
4,95,"[0.0019554889295250177, -0.4412404000759125, 0.042714353650808334, 0.7617528438568115]",0,1.0,False,False,12.2479
4,96,"[-0.006869318895041943, -0.24673207104206085, 0.05794941261410713, 0.4828106760978699]",1,1.0,False,False,11.3615
4,97,"[-0.011803960427641869, -0.05247384309768677, 0.06760562211275101, 0.2089400589466095]",1,1.0,False,False,10.4662
4,98,"[-0.012853437103331089, -0.24849407374858856, 0.07178442925214767, 0.5221596360206604]",0,1.0,False,False,9.5618
4,99,"[-0.017823318019509315, -0.4445491135120392, 0.08222761750221252, 0.8365713357925415]",0,1.0,False,False,8.6483
4,100,"[-0.026714300736784935, -0.25064074993133545, 0.0989590436220169, 0.5708392262458801]",1,1.0,False,False,7.7255
4,101,"[-0.03172711655497551, -0.44700101017951965, 0.11037582904100418, 0.8929851055145264]",0,1.0,False,False,6.7935
4,102,"[-0.04066713526844978, -0.25353527069091797, 0.12823553383350372, 0.6369370222091675]",1,1.0,False,False,5.852
4,103,"[-0.04573784023523331, -0.4501902461051941, 0.1409742683172226, 0.9670954346656799]",0,1.0,False,False,4.901
4,104,"[-0.054741647094488144, -0.6468949317932129, 0.16031618416309357, 1.300534725189209]",0,1.0,False,False,3.9404
4,105,"[-0.06767954677343369, -0.4541289806365967, 0.18632687628269196, 1.0620248317718506]",1,1.0,False,False,2.9701
4,106,"[-0.0767621248960495, -0.26189666986465454, 0.20756737887859344, 0.8331310153007507]",1,1.0,False,False,1.99
4,107,"[-0.08200006186962128, -0.45915812253952026, 0.22422999143600464, 1.1832594871520996]",0,1.0,True,False,1.0
5,108,"[0.025517825037240982, -0.210311621427536, 0.04785604402422905, 0.34646663069725037]",0,1.0,False,False,15.7057
5,109,"[0.021311594173312187, -0.4060804843902588, 0.05478537827730179, 0.6538479924201965]",0,1.0,False,False,14.8542
5,110,"[0.013189984485507011, -0.6019207239151001, 0.06786233931779861, 0.9632664918899536]",0,1.0,False,False,13.9942
5,111,"[0.0011515691876411438, -0.7978856563568115, 0.0871276706457138, 1.2764735221862793]",0,1.0,False,False,13.1254
5,112,"[-0.014806143939495087, -0.6039760112762451, 0.11265713721513748, 1.0122954845428467]",1,1.0,False,False,12.2479
5,113,"[-0.026885664090514183, -0.41052260994911194, 0.13290303945541382, 0.757006049156189]",1,1.0,False,False,11.3615
5,114,"[-0.03509611636400223, -0.21745827794075012, 0.1480431705713272, 0.5089219808578491]",1,1.0,False,False,10.4662
5,115,"[-0.03944528102874756, -0.024698201566934586, 0.15822160243988037, 0.266310453414917]",1,1.0,False,False,9.5618
5,116,"[-0.03993924707174301, -0.22168287634849548, 0.1635478138923645, 0.6044199466705322]",0,1.0,False,False,8.6483
5,117,"[-0.04437290504574776, -0.029180213809013367, 0.17563621699810028, 0.36738815903663635]",1,1.0,False,False,7.7255
5,118,"[-0.0449565090239048, 0.16306786239147186, 0.18298397958278656, 0.1348244696855545]",1,1.0,False,False,6.7935
5,119,"[-0.04169515147805214, 0.35516157746315, 0.18568046391010284, -0.09500804543495178]",1,1.0,False,False,5.852
5,120,"[-0.0345919206738472, 0.15793097019195557, 0.18378031253814697, 0.25002944469451904]",0,1.0,False,False,4.901
5,121,"[-0.03143329918384552, -0.0392746701836586, 0.18878088891506195, 0.5945842266082764]",0,1.0,False,False,3.9404
5,122,"[-0.03221879154443741, 0.15277360379695892, 0.20067258179187775, 0.36680227518081665]",1,1.0,False,False,2.9701
5,123,"[-0.02916332148015499, 0.3445628583431244, 0.20800863206386566, 0.14349399507045746]",1,1.0,False,False,1.99
5,124,"[-0.02227206341922283, 0.14716319739818573, 0.21087850630283356, 0.4939252734184265]",0,1.0,True,False,1.0
6,125,"[0.027227627113461494, -0.22561019659042358, -0.004240292124450207, 0.24601146578788757]",0,1.0,False,False,12.2479
6,126,"[0.02271542325615883, -0.030427947640419006, 0.0006799371913075447, -0.048005927354097366]",1,1.0,False,False,11.3615
6,127,"[0.02210686355829239, 0.1646842509508133, -0.0002801813243422657, -0.3404742479324341]",1,1.0,False,False,10.4662
6,128,"[0.025400549173355103, 0.3598101735115051, -0.007089666556566954, -0.6332455277442932]",1,1.0,False,False,9.5618
6,129,"[0.03259675204753876, 0.555030345916748, -0.019754577428102493, -0.9281526803970337]",1,1.0,False,False,8.6483
6,130,"[0.04369736090302467, 0.7504132986068726, -0.03831763193011284, -1.2269774675369263]",1,1.0,False,False,7.7255
6,131,"[0.05870562419295311, 0.555804967880249, -0.06285718083381653, -0.9465419054031372]",0,1.0,False,False,6.7935
6,132,"[0.06982172280550003, 0.7517145872116089, -0.08178801834583282, -1.2582937479019165]",1,1.0,False,False,5.852
6,133,"[0.08485601842403412, 0.9477823376655579, -0.10695389658212662, -1.5754311084747314]",1,1.0,False,False,4.901
6,134,"[0.10381166636943817, 0.7540856003761292, -0.13846251368522644, -1.317930817604065]",0,1.0,False,False,3.9404
6,135,"[0.11889337748289108, 0.9506601095199585, -0.16482113301753998, -1.6505485773086548]",1,1.0,False,False,2.9701
6,136,"[0.13790658116340637, 1.1472798585891724, -0.1978321075439453, -1.9897196292877197]",1,1.0,False,False,1.99
6,137,"[0.16085217893123627, 1.34385085105896, -0.23762649297714233, -2.33660888671875]",1,1.0,True,False,1.0
7,138,"[-0.03420495241880417, -0.17715932428836823, 0.02541123516857624, 0.34705477952957153]",0,1.0,False,False,23.7657
7,139,"[-0.03774813935160637, 0.017592137679457664, 0.03235233202576637, 0.06249199062585831]",1,1.0,False,False,22.9957
7,140,"[-0.03739629685878754, 0.21223565936088562, 0.03360217064619064, -0.2198105752468109]",1,1.0,False,False,22.2179
7,141,"[-0.03315158188343048, 0.016649898141622543, 0.029205959290266037, 0.08327962458133698]",0,1.0,False,False,21.4322
7,142,"[-0.03281858563423157, 0.2113412767648697, 0.030871551483869553, -0.2000475823879242]",1,1.0,False,False,20.6386
7,143,"[-0.028591759502887726, 0.40600839257240295, 0.026870599016547203, -0.4828343391418457]",1,1.0,False,False,19.8369
7,144,"[-0.020471591502428055, 0.21051770448684692, 0.017213912680745125, -0.18180514872074127]",0,1.0,False,False,19.0272
7,145,"[-0.016261236742138863, 0.015153726562857628, 0.013577810488641262, 0.11625806242227554]",0,1.0,False,False,18.2093
7,146,"[-0.015958163887262344, -0.18016010522842407, 0.015902971848845482, 0.41319355368614197]",0,1.0,False,False,17.3831
7,147,"[-0.019561365246772766, -0.3755038380622864, 0.02416684292256832, 0.7108473777770996]",0,1.0,False,False,16.5486
7,148,"[-0.02707144245505333, -0.18072474002838135, 0.038383789360523224, 0.425868421792984]",1,1.0,False,False,15.7057
7,149,"[-0.03068593703210354, 0.013833093456923962, 0.0469011589884758, 0.1455286741256714]",1,1.0,False,False,14.8542
7,150,"[-0.030409274622797966, 0.20825310051441193, 0.04981173202395439, -0.131996750831604]",1,1.0,False,False,13.9942
7,151,"[-0.026244213804602623, 0.012454318813979626, 0.04717179760336876, 0.1759757250547409]",0,1.0,False,False,13.1254
7,152,"[-0.025995125994086266, 0.20687055587768555, 0.050691310316324234, -0.10146086663007736]",1,1.0,False,False,12.2479
7,153,"[-0.021857716143131256, 0.40123075246810913, 0.04866209253668785, -0.3777298033237457]",1,1.0,False,False,11.3615
7,154,"[-0.013833099976181984, 0.5956290364265442, 0.04110749810934067, -0.6546810269355774]",1,1.0,False,False,10.4662
7,155,"[-0.0019205196294933558, 0.3999595642089844, 0.02801387757062912, -0.34934258460998535]",0,1.0,False,False,9.5618
7,156,"[0.006078672129660845, 0.5946721434593201, 0.02102702483534813, -0.6330618262290955]",1,1.0,False,False,8.6483
7,157,"[0.01797211542725563, 0.789494514465332, 0.008365788497030735, -0.9190493226051331]",1,1.0,False,False,7.7255
7,158,"[0.03376200422644615, 0.9845024347305298, -0.010015198960900307, -1.2090914249420166]",1,1.0,False,False,6.7935
7,159,"[0.05345205217599869, 1.179752230644226, -0.03419702500104904, -1.5048959255218506]",1,1.0,False,False,5.852
7,160,"[0.07704710215330124, 1.3752720355987549, -0.06429494172334671, -1.8080559968948364]",1,1.0,False,False,4.901
7,161,"[0.10455253720283508, 1.571049451828003, -0.10045606642961502, -2.1200051307678223]",1,1.0,False,False,3.9404
7,162,"[0.13597352802753448, 1.3770614862442017, -0.142856165766716, -1.8599746227264404]",0,1.0,False,False,2.9701
7,163,"[0.16351476311683655, 1.1837667226791382, -0.1800556629896164, -1.6148430109024048]",0,1.0,False,False,1.99
7,164,"[0.18719010055065155, 0.9911679625511169, -0.21235251426696777, -1.3832659721374512]",0,1.0,True,False,1.0
8,165,"[-0.017676545307040215, -0.20803219079971313, -0.003665476106107235, 0.26066794991493225]",0,1.0,False,False,20.6386
8,166,"[-0.02183718793094158, -0.012858105823397636, 0.001547883148305118, -0.03316884487867355]",1,1.0,False,False,19.8369
8,167,"[-0.022094350308179855, -0.2080022245645523, 0.0008845062111504376, 0.2600020468235016]",0,1.0,False,False,19.0272
8,168,"[-0.02625439502298832, -0.012892906554043293, 0.0060845473781228065, -0.03240175545215607]",1,1.0,False,False,18.2093
8,169,"[-0.026512254029512405, -0.20810158550739288, 0.005436512175947428, 0.2621946930885315]",0,1.0,False,False,17.3831
8,170,"[-0.03067428432404995, -0.013057653792202473, 0.010680405423045158, -0.02876855991780758]",1,1.0,False,False,16.5486
8,171,"[-0.030935438349843025, -0.2083311229944229, 0.010105034336447716, 0.2672649323940277]",0,1.0,False,False,15.7057
8,172,"[-0.03510206192731857, -0.013354840688407421, 0.01545033324509859, -0.02221374586224556]",1,1.0,False,False,14.8542
8,173,"[-0.035369157791137695, 0.18154217302799225, 0.015006057918071747, -0.30998215079307556]",1,1.0,False,False,13.9942
8,174,"[-0.031738314777612686, -0.013790333643555641, 0.008806414902210236, -0.012604768387973309]",0,1.0,False,False,13.1254
8,175,"[-0.03201412037014961, -0.20903746783733368, 0.008554319851100445, 0.28284361958503723]",0,1.0,False,False,12.2479
8,176,"[-0.03619486838579178, -0.4042803943157196, 0.014211192727088928, 0.5782122015953064]",0,1.0,False,False,11.3615
8,177,"[-0.04428047686815262, -0.5995985865592957, 0.02577543631196022, 0.8753378987312317]",0,1.0,False,False,10.4662
8,178,"[-0.05627245083451271, -0.4048363268375397, 0.043282195925712585, 0.5908687114715576]",1,1.0,False,False,9.5618
8,179,"[-0.06436917930841446, -0.6005367040634155, 0.055099569261074066, 0.8968653082847595]",0,1.0,False,False,8.6483
8,180,"[-0.07637991011142731, -0.4062032699584961, 0.07303687185049057, 0.6219986081123352]",1,1.0,False,False,7.7255
8,181,"[-0.08450397849082947, -0.6022650003433228, 0.0854768455028534, 0.9367609620094299]",0,1.0,False,False,6.7935
8,182,"[-0.09654927253723145, -0.7984291315078735, 0.10421206802129745, 1.2550325393676758]",0,1.0,False,False,5.852
8,183,"[-0.11251785606145859, -0.6047844290733337, 0.12931272387504578, 0.9967241883277893]",1,1.0,False,False,4.901
8,184,"[-0.12461354583501816, -0.8013761043548584, 0.1492471992969513, 1.327061653137207]",0,1.0,False,False,3.9404
8,185,"[-0.14064106345176697, -0.9980332255363464, 0.17578843235969543, 1.662484049797058]",0,1.0,False,False,2.9701
8,186,"[-0.16060173511505127, -0.8053404092788696, 0.20903810858726501, 1.429315209388733]",1,1.0,False,False,1.99
8,187,"[-0.17670854926109314, -0.6133212447166443, 0.2376244217157364, 1.2085671424865723]",1,1.0,True,False,1.0
9,188,"[-0.037056438624858856, 0.19307322800159454, -0.026969436556100845, -0.28419122099876404]",1,1.0,False,False,16.5486
9,189,"[-0.033194974064826965, -0.0016538937343284488, -0.032653260976076126, -0.0001348157529719174]",0,1.0,False,False,15.7057
9,190,"[-0.03322805464267731, 0.19392076134681702, -0.03265595808625221, -0.3029387891292572]",1,1.0,False,False,14.8542
9,191,"[-0.029349638149142265, 0.38949254155158997, -0.038714732974767685, -0.605739176273346]",1,1.0,False,False,13.9942
9,192,"[-0.021559786051511765, 0.1949327290058136, -0.05082951858639717, -0.32549744844436646]",0,1.0,False,False,13.1254
9,193,"[-0.01766113191843033, 0.39074015617370605, -0.057339467108249664, -0.6337667107582092]",1,1.0,False,False,12.2479
9,194,"[-0.009846328757703304, 0.1964629739522934, -0.07001479715108871, -0.35967838764190674]",0,1.0,False,False,11.3615
9,195,"[-0.005917069502174854, 0.3925067186355591, -0.07720836997032166, -0.6735910773277283]",1,1.0,False,False,10.4662
9,196,"[0.0019330651266500354, 0.5886120796203613, -0.09068018943071365, -0.989549458026886]",1,1.0,False,False,9.5618
9,197,"[0.013705305755138397, 0.3948132395744324, -0.11047118157148361, -0.7266690731048584]",0,1.0,False,False,8.6483
9,198,"[0.021601570770144463, 0.2013779878616333, -0.12500455975532532, -0.47069740295410156]",0,1.0,False,False,7.7255
9,199,"[0.025629131123423576, 0.008222918026149273, -0.13441850244998932, -0.21988125145435333]",0,1.0,False,False,6.7935
9,200,"[0.025793589651584625, 0.2049846053123474, -0.13881613314151764, -0.5517615675926208]",1,1.0,False,False,5.852
9,201,"[0.029893280938267708, 0.40175512433052063, -0.14985136687755585, -0.8847591280937195]",1,1.0,False,False,4.901
9,202,"[0.03792838379740715, 0.20895065367221832, -0.16754654049873352, -0.642685055732727]",0,1.0,False,False,3.9404
9,203,"[0.04210739582777023, 0.40596264600753784, -0.18040025234222412, -0.9830934405326843]",1,1.0,False,False,2.9701
9,204,"[0.05022665113210678, 0.21365594863891602, -0.2000621110200882, -0.7520650029182434]",0,1.0,False,False,1.99
9,205,"[0.05449976772069931, 0.41089150309562683, -0.215103417634964, -1.100443959236145]",1,1.0,True,False,1.0
10,206,"[-0.005619451869279146, -0.1621355265378952, 0.019651243463158607, 0.2801702916622162]",0,1.0,False,False,26.7697
10,207,"[-0.008862162008881569, 0.03270067274570465, 0.02525465004146099, -0.006250467151403427]",1,1.0,False,False,26.03
10,208,"[-0.00820814911276102, 0.22745150327682495, 0.025129640474915504, -0.29085949063301086]",1,1.0,False,False,25.2828
10,209,"[-0.003659118665382266, 0.03198041021823883, 0.019312450662255287, 0.009641916491091251]",0,1.0,False,False,24.5281
10,210,"[-0.0030195105355232954, 0.22682014107704163, 0.01950528845191002, -0.2768856883049011]",1,1.0,False,False,23.7657
10,211,"[0.0015168925747275352, 0.4216584861278534, 0.013967575505375862, -0.5633533596992493]",1,1.0,False,False,22.9957
10,212,"[0.0099500622600317, 0.22634334862232208, 0.002700507640838623, -0.2663029432296753]",0,1.0,False,False,22.2179
10,213,"[0.014476928859949112, 0.4214266538619995, -0.0026255508419126272, -0.5581328868865967]",1,1.0,False,False,21.4322
10,214,"[0.022905461490154266, 0.22634164988994598, -0.013788208365440369, -0.26627829670906067]",0,1.0,False,False,20.6386
10,215,"[0.027432294562458992, 0.03141917660832405, -0.019113773480057716, 0.022024016827344894]",0,1.0,False,False,19.8369
10,216,"[0.028060678392648697, 0.22680994868278503, -0.01867329329252243, -0.27662771940231323]",1,1.0,False,False,19.0272
10,217,"[0.032596878707408905, 0.03195931389927864, -0.024205848574638367, 0.010107653215527534]",0,1.0,False,False,18.2093
10,218,"[0.033236064016819, -0.16280728578567505, -0.02400369569659233, 0.29505613446235657]",0,1.0,False,False,17.3831
10,219,"[0.029979918152093887, 0.03264851123094559, -0.018102573230862617, -0.0050995005294680595]",1,1.0,False,False,16.5486
10,220,"[0.03063288889825344, -0.16220921277999878, -0.01820456236600876, 0.28181731700897217]",0,1.0,False,False,15.7057
10,221,"[0.02738870494067669, -0.357066810131073, -0.0125682158395648, 0.5687034726142883]",0,1.0,False,False,14.8542
10,222,"[0.02024736814200878, -0.16177086532115936, -0.0011941468110308051, 0.2720877230167389]",1,1.0,False,False,13.9942
10,223,"[0.01701194979250431, -0.3568757474422455, 0.004247607663273811, 0.5643937587738037]",0,1.0,False,False,13.1254
10,224,"[0.009874435141682625, -0.1618136614561081, 0.01553548313677311, 0.27305203676223755]",1,1.0,False,False,12.2479
10,225,"[0.006638161838054657, -0.3571538031101227, 0.020996524021029472, 0.5705941319465637]",0,1.0,False,False,11.3615
10,226,"[-0.0005049140308983624, -0.5525637865066528, 0.03240840509533882, 0.8698170781135559]",0,1.0,False,False,10.4662
