Episode,Experience,State,Action,Reward,Terminated,Truncated,Return
0,21,"[0.9882283210754395, -0.1529863178730011, 0.9785902500152588, 0.2058182656764984, 0.11847250908613205, -0.3198164403438568]",0,-1.0,False,False,-99.1886
0,22,"[0.99407559633255, -0.10869064927101135, 0.9938400387763977, 0.11082427948713303, 0.31636470556259155, -0.6195360422134399]",1,-1.0,False,False,-99.1804
0,23,"[0.9988951086997986, -0.04699473828077316, 0.9999805092811584, 0.006240781396627426, 0.2867724597454071, -0.40094441175460815]",2,-1.0,False,False,-99.1721
0,24,"[0.999911904335022, 0.01327208150178194, 0.9972445368766785, -0.07418438047170639, 0.30134400725364685, -0.3807545602321625]",1,-1.0,False,False,-99.1637
0,25,"[0.9977173209190369, 0.06752907484769821, 0.9906443357467651, -0.13646893203258514, 0.22895482182502747, -0.22687551379203796]",1,-1.0,False,False,-99.1553
0,26,"[0.9961921572685242, 0.08718468993902206, 0.9922183752059937, -0.1245100200176239, -0.03514661267399788, 0.34781914949417114]",2,-1.0,False,False,-99.1467
0,27,"[0.9976834058761597, 0.0680277869105339, 0.9993144869804382, -0.03702036291360855, -0.15025129914283752, 0.5119825601577759]",1,-1.0,False,False,-99.1381
0,28,"[0.9995200037956238, 0.030979901552200317, 0.9974883198738098, 0.07083112746477127, -0.20970502495765686, 0.542689323425293]",1,-1.0,False,False,-99.1294
0,29,"[0.9999974370002747, 0.002255678176879883, 0.9908193945884705, 0.13519197702407837, -0.070185087621212, 0.08978910744190216]",0,-1.0,False,False,-99.1206
0,30,"[0.999990701675415, 0.00431724451482296, 0.9945306777954102, 0.10444483160972595, 0.0893154963850975, -0.3936185836791992]",0,-1.0,False,False,-99.1117
0,31,"[0.9997497797012329, 0.02236846089363098, 0.9998229146003723, 0.018817991018295288, 0.08486993610858917, -0.44694897532463074]",1,-1.0,False,False,-99.1028
0,32,"[0.9993630051612854, 0.035686835646629333, 0.9977718591690063, -0.06671825796365738, 0.04301077499985695, -0.3921366333961487]",1,-1.0,False,False,-99.0937
0,33,"[0.9996968507766724, 0.02462032623589039, 0.9952250123023987, -0.09760741144418716, -0.15204912424087524, 0.0851127877831459]",2,-1.0,False,False,-99.0845
0,34,"[0.9999576807022095, -0.009201506152749062, 0.9975531697273254, -0.06991167366504669, -0.17843876779079437, 0.18276311457157135]",1,-1.0,False,False,-99.0753
0,35,"[0.9995471835136414, -0.03009086847305298, 0.9979698061943054, -0.06368844956159592, -0.026290152221918106, -0.12431174516677856]",0,-1.0,False,False,-99.066
0,36,"[0.9989394545555115, -0.04604334384202957, 0.9987580180168152, -0.04982440918684006, -0.1295103281736374, 0.25797271728515625]",2,-1.0,False,False,-99.0565
0,37,"[0.9986154437065125, -0.052603643387556076, 0.999413013458252, -0.034257758408784866, 0.06537741422653198, -0.1053924709558487]",0,-1.0,False,False,-99.047
0,38,"[0.9997749328613281, -0.021214623004198074, 0.9959738850593567, -0.08964360505342484, 0.2403566986322403, -0.4346151053905487]",0,-1.0,False,False,-99.0374
0,39,"[0.9999277591705322, 0.012020420283079147, 0.9914811849594116, -0.1302500218153, 0.08436586707830429, 0.03742532059550285]",2,-1.0,False,False,-99.0276
0,40,"[0.9997025728225708, 0.024388890713453293, 0.9941371083259583, -0.10812701284885406, 0.03755027428269386, 0.18339119851589203]",1,-1.0,False,False,-99.0178
0,41,"[0.9999075531959534, 0.013598899357020855, 0.9996866583824158, -0.02503284439444542, -0.14052894711494446, 0.6333295106887817]",2,-1.0,False,False,-99.0079
0,42,"[0.9999990463256836, -0.0013800716260448098, 0.9978336691856384, 0.06578699499368668, -0.0035934012848883867, 0.25780177116394043]",0,-1.0,False,False,-98.9979
0,43,"[0.9999169707298279, 0.012885967269539833, 0.9972329139709473, 0.07434077560901642, 0.14335142076015472, -0.17081467807292938]",0,-1.0,False,False,-98.9878
0,44,"[0.9996435046195984, 0.02669946476817131, 0.9975412487983704, 0.07008203864097595, -0.007904025726020336, 0.13060365617275238]",2,-1.0,False,False,-98.9775
0,45,"[0.9993286728858948, 0.03663560748100281, 0.9984161853790283, 0.05625955015420914, 0.10469329357147217, -0.2648293375968933]",0,-1.0,False,False,-98.9672
0,46,"[0.9985974431037903, 0.052944377064704895, 0.999994158744812, 0.0034132767468690872, 0.05366935580968857, -0.25238877534866333]",1,-1.0,False,False,-98.9568
0,47,"[0.9984003901481628, 0.05653928965330124, 0.9991826415061951, -0.040423765778541565, -0.019669299945235252, -0.17812855541706085]",1,-1.0,False,False,-98.9462
0,48,"[0.9989896416664124, 0.04494120180606842, 0.9978511929512024, -0.06552089005708694, -0.09478593617677689, -0.07082756608724594]",1,-1.0,False,False,-98.9356
0,49,"[0.9994468092918396, 0.03325754776597023, 0.9946808218955994, -0.10300535708665848, -0.021139979362487793, -0.30033060908317566]",0,-1.0,False,False,-98.9248
0,50,"[0.9999533295631409, 0.00966256856918335, 0.9935765266418457, -0.11316216737031937, -0.2100197970867157, 0.19564776122570038]",2,-1.0,False,False,-98.914
0,51,"[0.9994354248046875, -0.03359881788492203, 0.9979268908500671, -0.0643579363822937, -0.2123718410730362, 0.2792462706565857]",1,-1.0,False,False,-98.903
0,52,"[0.998329222202301, -0.05778205767273903, 0.9990933537483215, -0.042573120445013046, -0.024388158693909645, -0.0681544691324234]",0,-1.0,False,False,-98.8919
0,53,"[0.9990717172622681, -0.04307810217142105, 0.9958536624908447, -0.09096959978342056, 0.1668161153793335, -0.40574216842651367]",0,-1.0,False,False,-98.8807
0,54,"[0.9997735023498535, -0.021282073110342026, 0.9917229413986206, -0.12839630246162415, 0.046005979180336, 0.03832262381911278]",2,-1.0,False,False,-98.8694
0,55,"[0.999999463558197, 0.0010402450570836663, 0.9896504282951355, -0.14349904656410217, 0.17205069959163666, -0.18432281911373138]",0,-1.0,False,False,-98.858
0,56,"[0.999021589756012, 0.044225044548511505, 0.9805175065994263, -0.1964317262172699, 0.24938532710075378, -0.33668604493141174]",0,-1.0,False,False,-98.8465
0,57,"[0.9954116940498352, 0.09568453580141068, 0.9635531306266785, -0.26751697063446045, 0.2538726329803467, -0.37394893169403076]",0,-1.0,False,False,-98.8348
0,58,"[0.9901165962219238, 0.14024655520915985, 0.9430708885192871, -0.3325917422771454, 0.1840604990720749, -0.29067596793174744]",0,-1.0,False,False,-98.8231
0,59,"[0.9902211427688599, 0.1395067572593689, 0.9510905146598816, -0.30891239643096924, -0.19064047932624817, 0.5363699793815613]",2,-1.0,False,False,-98.8112
0,60,"[0.9966907501220703, 0.08128691464662552, 0.9861225485801697, -0.16601909697055817, -0.3792615830898285, 0.9032504558563232]",1,-1.0,False,False,-98.7992
0,61,"[0.9999946355819702, -0.003275476163253188, 0.9995476603507996, 0.03007352352142334, -0.4435284733772278, 1.017559289932251]",1,-1.0,False,False,-98.787
0,62,"[0.9973561763763428, -0.07266813516616821, 0.9827877879142761, 0.18473802506923676, -0.23275259137153625, 0.5034783482551575]",0,-1.0,False,False,-98.7748
0,63,"[0.9930906891822815, -0.11734961718320847, 0.9583136439323425, 0.2857184112071991, -0.2039049118757248, 0.5115802884101868]",2,-1.0,False,False,-98.7624
0,64,"[0.9906560182571411, -0.13638414442539215, 0.9402287602424622, 0.3405434489250183, 0.016775982454419136, 0.05488332733511925]",1,-1.0,False,False,-98.7499
0,65,"[0.9951927661895752, -0.09793558716773987, 0.961736261844635, 0.2739768922328949, 0.36102133989334106, -0.7384210228919983]",0,-1.0,False,False,-98.7373
0,66,"[0.9996652603149414, -0.025872472673654556, 0.991096019744873, 0.13314911723136902, 0.34196925163269043, -0.6653469800949097]",2,-1.0,False,False,-98.7245
0,67,"[0.9990105032920837, 0.044474732130765915, 0.9999598264694214, -0.008960885927081108, 0.342886745929718, -0.7240084409713745]",1,-1.0,False,False,-98.7116
0,68,"[0.9959103465080261, 0.09034733474254608, 0.9942607879638672, -0.10698361694812775, 0.10501784831285477, -0.23515355587005615]",2,-1.0,False,False,-98.6986
0,69,"[0.9964604377746582, 0.08406272530555725, 0.9951601028442383, -0.09826689213514328, -0.16620619595050812, 0.3196905851364136]",2,-1.0,False,False,-98.6855
0,70,"[0.9985462427139282, 0.05390220135450363, 0.9985336065292358, -0.05413530766963959, -0.12869693338871002, 0.11081627011299133]",0,-1.0,False,False,-98.6722
0,71,"[0.9997612237930298, 0.021852664649486542, 0.9997342824935913, -0.023051690310239792, -0.18451525270938873, 0.1898675113916397]",1,-1.0,False,False,-98.6588
0,72,"[0.9995614290237427, -0.029613198712468147, 0.9986955523490906, 0.05106112360954285, -0.31722941994667053, 0.5302800536155701]",2,-1.0,False,False,-98.6452
0,73,"[0.9963719248771667, -0.08510540425777435, 0.9897428750991821, 0.14286017417907715, -0.22475901246070862, 0.36834314465522766]",1,-1.0,False,False,-98.6316
0,74,"[0.9934052228927612, -0.114656463265419, 0.9819028973579407, 0.18938501179218292, -0.06513790041208267, 0.09161454439163208]",1,-1.0,False,False,-98.6177
0,75,"[0.993961751461029, -0.10972706973552704, 0.984215497970581, 0.17697405815124512, 0.11316778510808945, -0.21464209258556366]",1,-1.0,False,False,-98.6038
0,76,"[0.9974122643470764, -0.07189449667930603, 0.994077742099762, 0.10867134481668472, 0.25688785314559937, -0.45796412229537964]",1,-1.0,False,False,-98.5897
0,77,"[0.9996675252914429, -0.025785045698285103, 0.9992584586143494, 0.038503922522068024, 0.19331777095794678, -0.22662103176116943]",2,-1.0,False,False,-98.5754
0,78,"[0.9999987483024597, 0.0015645220410078764, 0.9997133016586304, 0.02394438348710537, 0.07439698278903961, 0.08732631057500839]",2,-1.0,False,False,-98.561
0,79,"[0.9998689293861389, 0.01619163155555725, 0.9992417097091675, 0.0389358252286911, 0.06937406957149506, 0.06235050782561302]",1,-1.0,False,False,-98.5465
0,80,"[0.9995989203453064, 0.02832002379000187, 0.9988048076629639, 0.04887688532471657, 0.049794744700193405, 0.037318602204322815]",1,-1.0,False,False,-98.5318
0,81,"[0.9988175630569458, 0.04861588776111603, 0.999805748462677, 0.01971013844013214, 0.14814043045043945, -0.32069188356399536]",0,-1.0,False,False,-98.517
0,82,"[0.9983285665512085, 0.05779358372092247, 0.9999898076057434, -0.004510131664574146, -0.05855471268296242, 0.08353538811206818]",2,-1.0,False,False,-98.502
0,83,"[0.9996530413627625, 0.026340370997786522, 0.998684287071228, 0.05128009617328644, -0.24786292016506195, 0.45955613255500793]",2,-1.0,False,False,-98.4869
0,84,"[0.9999539256095886, -0.00959745142608881, 0.994874894618988, 0.10111327469348907, -0.10303232073783875, 0.026804888620972633]",0,-1.0,False,False,-98.4716
0,85,"[0.9996542930603027, -0.026292026042938232, 0.9955377578735352, 0.09436376392841339, -0.06081743165850639, -0.09591130912303925]",1,-1.0,False,False,-98.4561
0,86,"[0.9989243149757385, -0.04637023061513901, 0.9952318072319031, 0.09753786027431488, -0.13581760227680206, 0.12391480803489685]",2,-1.0,False,False,-98.4406
0,87,"[0.997897744178772, -0.06480797380208969, 0.9943402409553528, 0.1062423586845398, -0.0449683852493763, -0.040492672473192215]",1,-1.0,False,False,-98.4248
0,88,"[0.9987271428108215, -0.05043922737240791, 0.9988860487937927, 0.04718770086765289, 0.18393908441066742, -0.5391187071800232]",0,-1.0,False,False,-98.4089
0,89,"[0.9997548460960388, -0.02214132249355316, 0.9995226263999939, -0.030894942581653595, 0.09119580686092377, -0.22437086701393127]",2,-1.0,False,False,-98.3928
0,90,"[0.9999457001686096, 0.010418446734547615, 0.9943108558654785, -0.10651732981204987, 0.2251749336719513, -0.515166699886322]",0,-1.0,False,False,-98.3766
0,91,"[0.9993337988853455, 0.03649650886654854, 0.9874468445777893, -0.1579517275094986, 0.029307609423995018, 0.008080175146460533]",2,-1.0,False,False,-98.3602
0,92,"[0.9993935823440552, 0.034821268171072006, 0.9905905723571777, -0.13685858249664307, -0.04501448571681976, 0.2011513113975525]",1,-1.0,False,False,-98.3436
0,93,"[0.9994577765464783, 0.03292633220553398, 0.9933210611343384, -0.11538302153348923, 0.027022380381822586, 0.011498401872813702]",0,-1.0,False,False,-98.3269
0,94,"[0.9998236894607544, 0.018777817487716675, 0.9979448914527893, -0.06407786160707474, -0.16394023597240448, 0.4923681616783142]",2,-1.0,False,False,-98.31
0,95,"[0.9995865821838379, -0.028751080855727196, 0.9973737597465515, 0.07242602109909058, -0.29709845781326294, 0.8420847654342651]",2,-1.0,False,False,-98.2929
0,96,"[0.9977884888648987, -0.0664687231183052, 0.9822497963905334, 0.18757764995098114, -0.07003416121006012, 0.2957327663898468]",0,-1.0,False,False,-98.2757
0,97,"[0.9984893798828125, -0.0549454465508461, 0.9827514886856079, 0.18493103981018066, 0.18267805874347687, -0.3198055922985077]",0,-1.0,False,False,-98.2583
0,98,"[0.9999957084655762, 0.0029383678920567036, 0.9977514743804932, 0.06702207773923874, 0.3811017870903015, -0.840375542640686]",0,-1.0,False,False,-98.2407
0,99,"[0.9980432391166687, 0.06252710521221161, 0.9978824257850647, -0.06504358351230621, 0.19913719594478607, -0.4494589865207672]",2,-1.0,False,False,-98.2229
0,100,"[0.9945365190505981, 0.10438928008079529, 0.9851989150047302, -0.17141492664813995, 0.2089354693889618, -0.5970060229301453]",0,-1.0,False,False,-98.2049
0,101,"[0.9934011101722717, 0.11469169706106186, 0.9747893214225769, -0.22312738001346588, -0.10812532156705856, 0.07837684452533722]",2,-1.0,False,False,-98.1868
0,102,"[0.9970861673355103, 0.07628367841243744, 0.984350860118866, -0.17621959745883942, -0.26843029260635376, 0.3864137530326843]",1,-1.0,False,False,-98.1685
0,103,"[0.9996600151062012, 0.026073124259710312, 0.9936054944992065, -0.11290780454874039, -0.22226184606552124, 0.23484297096729279]",0,-1.0,False,False,-98.15
0,104,"[0.9993970394134521, -0.034721147269010544, 0.9997814893722534, -0.0209042951464653, -0.3704661726951599, 0.662071704864502]",2,-1.0,False,False,-98.1313
0,105,"[0.9948970675468445, -0.10089536756277084, 0.9946552515029907, 0.10325152426958084, -0.2757145166397095, 0.5497871041297913]",1,-1.0,False,False,-98.1124
0,106,"[0.9920867085456848, -0.1255543977022171, 0.988202691078186, 0.15315157175064087, 0.03344922885298729, -0.05772360786795616]",0,-1.0,False,False,-98.0934
0,107,"[0.9961050152778625, -0.0881747156381607, 0.9966902136802673, 0.08129328489303589, 0.33254721760749817, -0.6477278470993042]",0,-1.0,False,False,-98.0741
0,108,"[0.9999138116836548, -0.013130087405443192, 0.9983154535293579, -0.058019671589136124, 0.3993055820465088, -0.7105743885040283]",1,-1.0,False,False,-98.0547
0,109,"[0.9980165362358093, 0.06295223534107208, 0.9824367165565491, -0.18659621477127075, 0.3426831066608429, -0.5521443486213684]",1,-1.0,False,False,-98.035
0,110,"[0.9931652545928955, 0.11671654134988785, 0.9645392894744873, -0.2639392614364624, 0.18443205952644348, -0.22142481803894043]",1,-1.0,False,False,-98.0152
0,111,"[0.9927884340286255, 0.11987974494695663, 0.9719807505607605, -0.23506037890911102, -0.15227161347866058, 0.5149287581443787]",2,-1.0,False,False,-97.9951
0,112,"[0.9973631501197815, 0.07257238775491714, 0.9946591258049011, -0.10321436077356339, -0.30933380126953125, 0.7939234972000122]",1,-1.0,False,False,-97.9749
0,113,"[0.999993622303009, 0.0035708982031792402, 0.9978697299957275, 0.0652376189827919, -0.3617286682128906, 0.8525018692016602]",1,-1.0,False,False,-97.9544
0,114,"[0.9987180829048157, -0.05061767250299454, 0.9826075434684753, 0.18569444119930267, -0.16632097959518433, 0.3346388339996338]",0,-1.0,False,False,-97.9337
0,115,"[0.9982318878173828, -0.05943957716226578, 0.9815025329589844, 0.19144928455352783, 0.07956665754318237, -0.2776317894458771]",0,-1.0,False,False,-97.9129
0,116,"[0.9988945722579956, -0.047006282955408096, 0.9889993667602539, 0.14791983366012573, 0.04108383506536484, -0.15468794107437134]",2,-1.0,False,False,-97.8918
0,117,"[0.9990260601043701, -0.04412449523806572, 0.9911032319068909, 0.13309535384178162, -0.013209492899477482, 0.007819926366209984]",2,-1.0,False,False,-97.8705
0,118,"[0.9986438751220703, -0.05206145718693733, 0.9885689616203308, 0.15076936781406403, -0.06398870795965195, 0.16623912751674652]",2,-1.0,False,False,-97.849
0,119,"[0.9984831809997559, -0.055057343095541, 0.9867815971374512, 0.1620558500289917, 0.03477293625473976, -0.054058391600847244]",1,-1.0,False,False,-97.8273
0,120,"[0.9992453455924988, -0.038842711597681046, 0.9914519190788269, 0.13047268986701965, 0.12321820855140686, -0.2571589946746826]",1,-1.0,False,False,-97.8053
0,121,"[0.9997652769088745, -0.02166675589978695, 0.9950860738754272, 0.0990137830376625, 0.04425296187400818, -0.05161362886428833]",2,-1.0,False,False,-97.7831
0,122,"[0.9999901056289673, 0.004441967699676752, 0.9990730881690979, 0.04304562881588936, 0.20965972542762756, -0.4955867528915405]",0,-1.0,False,False,-97.7607
0,123,"[0.9983464479446411, 0.05748334899544716, 0.9959929585456848, -0.0894315242767334, 0.30581989884376526, -0.7987326383590698]",0,-1.0,False,False,-97.7381
0,124,"[0.9956563711166382, 0.09310402721166611, 0.9814314246177673, -0.19181331992149353, 0.04181800037622452, -0.21428528428077698]",2,-1.0,False,False,-97.7153
0,125,"[0.9950702786445618, 0.09917253255844116, 0.9713598489761353, -0.2376132309436798, 0.016471989452838898, -0.2457658052444458]",0,-1.0,False,False,-97.6922
0,126,"[0.995110273361206, 0.09877040237188339, 0.9588949084281921, -0.28376150131225586, -0.021820733323693275, -0.2243875414133072]",0,-1.0,False,False,-97.6689
0,127,"[0.997001588344574, 0.07738122344017029, 0.9573183059692383, -0.28903570771217346, -0.18837352097034454, 0.16649658977985382]",1,-1.0,False,False,-97.6453
0,128,"[0.9999032020568848, 0.013914497569203377, 0.9817051291465759, -0.1904076635837555, -0.4316212832927704, 0.824230432510376]",2,-1.0,False,False,-97.6216
0,129,"[0.9973284006118774, -0.07304851710796356, 0.9999029040336609, -0.013934681192040443, -0.41539978981018066, 0.9077388644218445]",1,-1.0,False,False,-97.5975
0,130,"[0.9878342747688293, -0.15551017224788666, 0.9824925661087036, 0.18630178272724152, -0.3911852240562439, 1.0568841695785522]",2,-1.0,False,False,-97.5733
0,131,"[0.9785962104797363, -0.20578992366790771, 0.9375625848770142, 0.3478165864944458, -0.10594601184129715, 0.5882914662361145]",1,-1.0,False,False,-97.5488
0,132,"[0.9808989763259888, -0.19451797008514404, 0.9153838753700256, 0.4025820791721344, 0.21920479834079742, -0.003463038709014654]",1,-1.0,False,False,-97.524
0,133,"[0.9907731413841248, -0.13553078472614288, 0.925075352191925, 0.37978360056877136, 0.3661934435367584, -0.2316805124282837]",2,-1.0,False,False,-97.499
0,134,"[0.9995515942573547, -0.02994265966117382, 0.9659178256988525, 0.25884899497032166, 0.6696476936340332, -1.0110660791397095]",0,-1.0,False,False,-97.4737
0,135,"[0.9944106936454773, 0.10558101534843445, 0.9991818070411682, 0.04044344276189804, 0.6532028317451477, -1.142690896987915]",1,-1.0,False,False,-97.4482
0,136,"[0.973512589931488, 0.22863338887691498, 0.9791746735572815, -0.20301960408687592, 0.5623144507408142, -1.2433429956436157]",0,-1.0,False,False,-97.4224
0,137,"[0.9575642347335815, 0.2882198989391327, 0.933970034122467, -0.3573513329029083, 0.04015961289405823, -0.3363057076931]",2,-1.0,False,False,-97.3964
0,138,"[0.9667658805847168, 0.2556633949279785, 0.9329714179039001, -0.3599504828453064, -0.37144872546195984, 0.3039795160293579]",1,-1.0,False,False,-97.3701
0,139,"[0.9887481331825256, 0.14959003031253815, 0.9686146974563599, -0.24856698513031006, -0.6878055334091187, 0.832694411277771]",1,-1.0,False,False,-97.3435
0,140,"[0.9999539852142334, 0.009590688161551952, 0.9960829615592957, -0.08842375874519348, -0.6842160820960999, 0.7434531450271606]",0,-1.0,False,False,-97.3167
0,141,"[0.9939334988594055, -0.10998266190290451, 0.9996490478515625, 0.0264920461922884, -0.4860617220401764, 0.3683563768863678]",0,-1.0,False,False,-97.2896
0,142,"[0.9795955419540405, -0.20097915828227997, 0.9932948350906372, 0.11560890823602676, -0.41423964500427246, 0.4959537088871002]",2,-1.0,False,False,-97.2622
0,143,"[0.9709749817848206, -0.2391810268163681, 0.9895533919334412, 0.1441667377948761, 0.030558014288544655, -0.21714197099208832]",0,-1.0,False,False,-97.2346
0,144,"[0.9792131185531616, -0.2028341442346573, 0.9978020191192627, 0.06626589596271515, 0.33212122321128845, -0.547351598739624]",1,-1.0,False,False,-97.2066
0,145,"[0.9933520555496216, -0.11511605978012085, 0.9980337619781494, -0.06267897039651871, 0.534623920917511, -0.7067698836326599]",1,-1.0,False,False,-97.1784
0,146,"[0.9999254941940308, 0.012206814251840115, 0.9728315472602844, -0.231514111161232, 0.709479033946991, -0.9512540102005005]",0,-1.0,False,False,-97.1499
0,147,"[0.9917747974395752, 0.12799513339996338, 0.9381744861602783, -0.34616273641586304, 0.4262382984161377, -0.212843656539917]",2,-1.0,False,False,-97.1211
0,148,"[0.9846997857093811, 0.17425940930843353, 0.9519938826560974, -0.30611711740493774, 0.033076219260692596, 0.6365369558334351]",2,-1.0,False,False,-97.092
0,149,"[0.9858904480934143, 0.16739191114902496, 0.9849286079406738, -0.1729612499475479, -0.09661118686199188, 0.7112119197845459]",0,-1.0,False,False,-97.0627
0,150,"[0.9919666647911072, 0.12649960815906525, 0.9999931454658508, -0.003708134638145566, -0.30267152190208435, 0.9538785219192505]",1,-1.0,False,False,-97.033
0,151,"[0.9991381168365479, 0.04150885343551636, 0.9749262928962708, 0.22252799570560455, -0.5248380303382874, 1.272269368171692]",2,-1.0,False,False,-97.003
0,152,"[0.9983136057853699, -0.05805130675435066, 0.9018418788909912, 0.43206629157066345, -0.44612619280815125, 0.9022398591041565]",1,-1.0,False,False,-96.9728
0,153,"[0.9917665719985962, -0.12805889546871185, 0.8420732021331787, 0.5393632054328918, -0.2420022338628769, 0.3017538785934448]",1,-1.0,False,False,-96.9422
0,154,"[0.9886749982833862, -0.1500726342201233, 0.8463436365127563, 0.5326372385025024, 0.024226633831858635, -0.38344746828079224]",1,-1.0,False,False,-96.9113
0,155,"[0.9913384318351746, -0.13133201003074646, 0.8992635607719421, 0.4374072253704071, 0.15925517678260803, -0.6883906126022339]",2,-1.0,False,False,-96.8801
0,156,"[0.9958848357200623, -0.09062794595956802, 0.9563524127006531, 0.29221585392951965, 0.23781253397464752, -0.8421306014060974]",2,-1.0,False,False,-96.8486
0,157,"[0.9998682737350464, -0.01622902974486351, 0.9980698227882385, 0.06210145726799965, 0.48528534173965454, -1.4511717557907104]",0,-1.0,False,False,-96.8167
0,158,"[0.9979062676429749, 0.06467670947313309, 0.9823244214057922, -0.18718649446964264, 0.29946452379226685, -0.9968335032463074]",2,-1.0,False,False,-96.7846
0,159,"[0.9953652620315552, 0.09616669267416, 0.9493874907493591, -0.3141072690486908, 0.007878975011408329, -0.29182255268096924]",2,-1.0,False,False,-96.7521
0,160,"[0.9956613779067993, 0.09305065870285034, 0.9328179955482483, -0.3603479266166687, -0.03975709155201912, -0.19216525554656982]",0,-1.0,False,False,-96.7193
0,161,"[0.9984892010688782, 0.054948240518569946, 0.9468236565589905, -0.32175296545028687, -0.3334990441799164, 0.5907945036888123]",2,-1.0,False,False,-96.6862
0,162,"[0.9994239807128906, -0.03393658623099327, 0.9897792935371399, -0.1426077038049698, -0.5331209897994995, 1.211206316947937]",2,-1.0,False,False,-96.6527
0,163,"[0.9911327362060547, -0.13287559151649475, 0.9950849413871765, 0.09902513772249222, -0.43174871802330017, 1.1529631614685059]",1,-1.0,False,False,-96.6189
0,164,"[0.980789303779602, -0.19506998360157013, 0.9564706087112427, 0.2918287515640259, -0.1806478202342987, 0.7748837471008301]",1,-1.0,False,False,-96.5847
0,165,"[0.982357919216156, -0.18701054155826569, 0.9346103668212891, 0.355673223733902, 0.2613333463668823, -0.10701774060726166]",0,-1.0,False,False,-96.5502
0,166,"[0.9940485954284668, -0.10893744975328445, 0.9579617977142334, 0.28689584136009216, 0.5104856491088867, -0.5966539978981018]",1,-1.0,False,False,-96.5154
0,167,"[0.999978244304657, -0.00659866351634264, 0.9851108193397522, 0.1719205677509308, 0.4907018840312958, -0.5492286682128906]",2,-1.0,False,False,-96.4802
